Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Detectability,Detectability of Rare Mussels,Detectability of Medium-Rare Mussels,Detectability of Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number TRSs,Number Quadrats Per TRS,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Sum of Quadrats per Surveyor,Mussels detected by Surveyor 1,Mussels detected by Surveyor 2,Mussels detected by Surveyor 3,Estimated Density,Sample CV,Mussels Per Person Hour,HH metric,HH Variance,Density Metric
103,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
115,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
105,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
116,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
118,0.5,SRS,0.01,5,2,0,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
121,0.5,SRS,0.01,5,2,1,2,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
109,0.5,SRS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
123,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
119,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
122,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
64,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S,3,0,1S,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
65,0.5,SRS,0.01,5,2,1,2,1,1,1,1,Clumped Matern 1S,3,0,1S,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
124,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
102,0.5,SRS,0.01,5,2,0,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
106,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,2,0,0,2,2,0,0,2,1.666666667,0,0,0,0,0.04,9.974842727,0,0,0,0.04
120,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
129,0.5,SRS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
125,0.5,SRS,0.01,5,1,2,2,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,1,0,0,1,1,0,0,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
128,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
126,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
127,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
130,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
132,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
131,0.5,SRS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
133,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
137,0.5,SRS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
134,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
141,0.5,SRS,0.01,5,2,0,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
139,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
140,0.5,SRS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
136,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
135,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
144,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
138,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
142,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
145,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
143,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
146,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,1,0,1,0,1,0,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
147,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
150,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
151,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
149,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,1,0,1,0,1,0,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
152,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
148,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
163,0.5,SRS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
153,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
164,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
154,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
161,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
162,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
160,0.5,SRS,0.01,5,2,1,2,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,1,0,0,1,1,0,0,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
155,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
158,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
156,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,1,0,1,0,1,0,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
165,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
166,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
159,0.5,SRS,0.01,5,2,0,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
167,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
169,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
157,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
171,0.5,SRS,0.01,5,2,0,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
170,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
168,0.5,SRS,0.01,5,0,3,2,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
172,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
174,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
175,0.5,SRS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
176,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
179,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
182,0.5,SRS,0.01,5,2,0,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
183,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
180,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,1,0,1,0,1,0,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
178,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
181,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
177,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
185,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
173,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
184,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
187,0.5,SRS,0.01,5,2,0,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
186,0.5,SRS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
189,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
192,0.5,SRS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,1,0,0,1,1,0,0,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
190,0.5,SRS,0.01,5,1,2,2,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
193,0.5,SRS,0.01,5,2,1,2,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
194,0.5,SRS,0.01,5,1,0,4,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
197,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
198,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
188,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
196,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
195,0.5,SRS,0.01,5,3,0,2,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,3,2,0,1,3,2,0,1,1.666666667,0,0,0,0,0.06,8.123832219,0,0,0,0.06
191,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
199,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
201,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
202,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,2,0,0,2,2,0,0,2,1.666666667,0,0,0,0,0.04,9.974842727,0,0,0,0.04
203,0.5,SRS,0.01,5,0,1,4,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
205,0.5,SRS,0.01,5,2,0,3,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
200,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M,3,0,1S+1M,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
207,0.5,SRS,0.01,5,0,3,2,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
204,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
206,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
209,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,NA,0,0,0,0
208,0.5,SRS,0.01,5,0,2,3,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,1,0,1,0,1,0,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
211,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
212,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,2,1,0,1,2,1,0,1,1.666666667,0,0,0,0,0.04,9.974842727,0,0,0,0.04
210,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,1,0,0,1,1,0,0,1,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
215,0.5,SRS,0.01,5,0,0,5,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,2,0,0,2,2,0,0,2,1.666666667,0,0,0,0,0.04,9.974842727,0,0,0,0.04
218,0.5,SRS,0.01,5,1,1,3,1,1,1,1,Clumped Matern 1S+1M+2,3,0,1S+1M+2,0.9975,200,0,0,0,0,TRUE,0,0,200,1,1,0,0,1,1,0,0,1.666666667,0,0,0,0,0.02,14.14213562,0,0,0,0.02
